"id","method","quantity","js","r","abs_diff","rel_diff","tol","kind","pass"
"desc_math_student","descriptive","mean",507.844861764203,507.844861764203,0,0,1e-04,"rel",TRUE
"desc_math_student","descriptive","sd",83.1130754520204,83.1130754520204,0,0,1e-04,"rel",TRUE
"desc_math_student","descriptive","p10",399.469,399.469,0,0,1e-04,"rel",TRUE
"desc_math_student","descriptive","p50",510.838,510.838,0,0,1e-04,"rel",TRUE
"desc_math_student","descriptive","p90",613.32,613.32,0,0,1e-04,"rel",TRUE
"ineq_math_student","inequality","gini",0.0925606791983379,0.0925606791983384,4.71844785465692e-16,5.09768067339508e-15,5e-04,"rel",TRUE
"ineq_math_student","inequality","cv",0.16365839591897,0.16365839591897,0,0,1e-04,"rel",TRUE
"desc_math_none","descriptive","mean",508.175523101432,508.175523101432,0,0,1e-04,"rel",TRUE
"desc_math_none","descriptive","sd",82.7557426911329,82.7557426911329,0,0,1e-04,"rel",TRUE
"desc_math_none","descriptive","p10",400.279,400.279,0,0,1e-04,"rel",TRUE
"desc_math_none","descriptive","p50",511.081,511.081,0,0,1e-04,"rel",TRUE
"desc_math_none","descriptive","p90",613.182,613.182,0,0,1e-04,"rel",TRUE
"ineq_math_none","inequality","gini",0.0920901436485422,0.0920901436485387,3.51108031537706e-15,3.81265592198126e-14,5e-04,"rel",TRUE
"ineq_math_none","inequality","cv",0.162848738140847,0.162848738140847,0,0,1e-04,"rel",TRUE
"desc_reading_student","descriptive","mean",519.658615549249,519.658615549249,0,0,1e-04,"rel",TRUE
"desc_reading_student","descriptive","sd",99.8328160078488,99.8328160078488,0,0,1e-04,"rel",TRUE
"desc_reading_student","descriptive","p10",383.399,383.399,0,0,1e-04,"rel",TRUE
"desc_reading_student","descriptive","p50",526.667,526.667,0,0,1e-04,"rel",TRUE
"desc_reading_student","descriptive","p90",642.973,642.973,0,0,1e-04,"rel",TRUE
"ineq_reading_student","inequality","gini",0.108418239062105,0.108418239062106,1.01307850997046e-15,9.3441704895255e-15,5e-04,"rel",TRUE
"ineq_reading_student","inequality","cv",0.192112308004999,0.192112308004999,0,0,1e-04,"rel",TRUE
"desc_reading_none","descriptive","mean",519.943965303593,519.943965303593,0,0,1e-04,"rel",TRUE
"desc_reading_none","descriptive","sd",99.5715068327912,99.5715068327912,0,0,1e-04,"rel",TRUE
"desc_reading_none","descriptive","p10",384.708,384.708,0,0,1e-04,"rel",TRUE
"desc_reading_none","descriptive","p50",526.771,526.771,0,0,1e-04,"rel",TRUE
"desc_reading_none","descriptive","p90",642.826,642.826,0,0,1e-04,"rel",TRUE
"ineq_reading_none","inequality","gini",0.108024931405772,0.108024931405771,9.57567358739198e-16,8.8643181372855e-15,5e-04,"rel",TRUE
"ineq_reading_none","inequality","cv",0.191504303304399,0.191504303304399,0,0,1e-04,"rel",TRUE
"desc_science_student","descriptive","mean",519.151102278547,519.151102278547,0,0,1e-04,"rel",TRUE
"desc_science_student","descriptive","sd",95.967526338685,95.967526338685,0,0,1e-04,"rel",TRUE
"desc_science_student","descriptive","p10",388.568,388.568,0,0,1e-04,"rel",TRUE
"desc_science_student","descriptive","p50",524.41,524.41,0,0,1e-04,"rel",TRUE
"desc_science_student","descriptive","p90",639.833,639.833,0,0,1e-04,"rel",TRUE
